pm2.5,year,month,day,hour,dew_point,temperature,pressure,wind_direction,wind_speed,snow_hours,rain_hours
288,2011,11,1,16,12,15,1023,NW,3.13,0,0
102,2011,11,1,17,9,14,1023,NW,8.05,0,0
48,2011,11,1,18,10,13,1024,NW,12.07,0,0
43,2011,11,1,19,11,13,1025,NW,16.09,0,0
44,2011,11,1,20,9,12,1025,NW,20.11,0,0
57,2011,11,1,21,7,10,1026,NW,24.13,0,0
32,2011,11,1,22,7,9,1026,NW,28.15,0,0
38,2011,11,1,23,6,8,1026,NW,31.28,0,0
38,2011,11,2,0,6,7,1026,NW,34.41,0,0
44,2011,11,2,1,5,7,1027,NW,37.54,0,0
45,2011,11,2,2,6,7,1027,NW,40.67,0,0
34,2011,11,2,3,5,6,1027,NW,43.8,0,0
30,2011,11,2,4,3,4,1028,NW,47.82,0,0
33,2011,11,2,5,5,5,1028,NW,51.84,0,0
29,2011,11,2,6,3,5,1028,NW,55.86,0,0
44,2011,11,2,7,3,6,1028,NW,59.88,0,0
32,2011,11,2,8,2,10,1029,NW,63.9,0,0
17,2011,11,2,9,0,11,1029,NW,67.92,0,0
25,2011,11,2,10,-3,13,1029,NE,4.92,0,0
26,2011,11,2,11,-3,15,1029,NW,4.02,0,0
20,2011,11,2,12,-2,15,1028,NE,3.13,0,0
27,2011,11,2,13,-1,16,1028,NW,3.13,0,0
32,2011,11,2,14,0,15,1028,cv,0.89,0,0
35,2011,11,2,15,2,14,1027,cv,1.78,0,0
33,2011,11,2,16,2,14,1027,NW,1.79,0,0
55,2011,11,2,17,3,13,1027,NW,3.58,0,0
66,2011,11,2,18,5,12,1028,NW,5.37,0,0
63,2011,11,2,19,5,12,1028,cv,0.89,0,0
70,2011,11,2,20,6,12,1029,cv,1.34,0,0
86,2011,11,2,21,7,11,1028,SE,0.89,0,0
67,2011,11,2,22,6,12,1029,SE,2.68,0,0
42,2011,11,2,23,6,12,1028,SE,4.47,0,0
27,2011,11,3,0,7,11,1028,SE,5.36,0,0
24,2011,11,3,1,7,11,1028,cv,0.89,0,0
27,2011,11,3,2,7,11,1028,cv,1.78,0,0
46,2011,11,3,3,7,11,1028,SE,0.89,0,0
34,2011,11,3,4,6,10,1028,cv,0.89,0,0
59,2011,11,3,5,7,9,1027,SE,0.89,0,0
61,2011,11,3,6,7,10,1027,cv,0.45,0,0
60,2011,11,3,7,7,10,1027,cv,1.34,0,0
72,2011,11,3,8,6,11,1028,cv,2.23,0,0
79,2011,11,3,9,5,13,1028,cv,3.12,0,0
64,2011,11,3,10,2,13,1028,cv,4.01,0,0
68,2011,11,3,11,5,15,1027,NW,1.79,0,0
71,2011,11,3,12,5,15,1027,cv,0.89,0,0
62,2011,11,3,13,4,16,1026,cv,1.78,0,0
54,2011,11,3,14,5,15,1025,cv,2.67,0,0
54,2011,11,3,15,5,15,1025,SE,1.79,0,0
79,2011,11,3,16,5,15,1025,cv,0.89,0,0
85,2011,11,3,17,7,13,1025,cv,1.78,0,0
80,2011,11,3,18,7,12,1025,NE,0.89,0,0
81,2011,11,3,19,8,12,1025,SE,0.89,0,0
100,2011,11,3,20,8,12,1025,cv,0.89,0,1
94,2011,11,3,21,8,11,1025,NW,0.89,0,2
108,2011,11,3,22,9,12,1025,NW,2.68,0,0
123,2011,11,3,23,8,11,1024,cv,0.45,0,0
102,2011,11,4,0,8,11,1024,NW,1.79,0,0
89,2011,11,4,1,8,11,1024,NW,2.68,0,0
78,2011,11,4,2,8,11,1023,NW,3.57,0,0
76,2011,11,4,3,9,11,1023,NW,4.46,0,0
108,2011,11,4,4,9,11,1023,NW,5.35,0,0
107,2011,11,4,5,9,11,1022,cv,0.45,0,0
91,2011,11,4,6,9,11,1023,NW,1.79,0,0
90,2011,11,4,7,9,11,1023,NE,0.89,0,0
87,2011,11,4,8,10,12,1024,NE,1.78,0,0
90,2011,11,4,9,9,13,1024,NE,3.57,0,0
85,2011,11,4,10,9,14,1024,NW,1.79,0,0
87,2011,11,4,11,7,15,1024,cv,0.89,0,0
96,2011,11,4,12,6,16,1023,NE,1.79,0,0
102,2011,11,4,13,6,16,1022,NW,1.79,0,0
103,2011,11,4,14,6,16,1021,NW,3.58,0,0
113,2011,11,4,15,6,16,1021,NW,5.37,0,0
106,2011,11,4,16,6,16,1021,NW,7.16,0,0
107,2011,11,4,17,7,14,1022,NE,1.79,0,0
121,2011,11,4,18,7,14,1022,cv,0.89,0,0
121,2011,11,4,19,8,14,1023,cv,1.78,0,0
143,2011,11,4,20,8,14,1023,NW,1.79,0,1
123,2011,11,4,21,8,13,1024,NW,4.92,0,0
102,2011,11,4,22,6,14,1024,NW,10.73,0,1
55,2011,11,4,23,6,13,1024,NW,15.65,0,2
38,2011,11,5,0,6,13,1024,NW,19.67,0,3
14,2011,11,5,1,4,13,1025,NW,23.69,0,4
27,2011,11,5,2,2,13,1025,NW,29.5,0,5
24,2011,11,5,3,2,13,1025,NW,35.31,0,0
18,2011,11,5,4,2,13,1025,NW,40.23,0,0
23,2011,11,5,5,3,12,1026,NW,45.15,0,1
11,2011,11,5,6,3,12,1026,NW,50.07,0,2
15,2011,11,5,7,5,11,1027,NW,54.09,0,3
27,2011,11,5,8,5,11,1028,NW,55.88,0,4
31,2011,11,5,9,5,11,1029,NE,4.02,0,5
37,2011,11,5,10,5,10,1029,NE,7.15,0,6
37,2011,11,5,11,6,11,1029,NE,8.94,0,0
33,2011,11,5,12,5,11,1028,cv,0.89,0,0
32,2011,11,5,13,5,11,1028,NW,3.13,0,0
33,2011,11,5,14,6,12,1027,NW,6.26,0,0
28,2011,11,5,15,3,12,1026,NE,3.13,0,0
35,2011,11,5,16,3,12,1026,NE,7.15,0,0
26,2011,11,5,17,4,11,1027,NW,0.89,0,0
23,2011,11,5,18,5,11,1027,NW,2.68,0,0
28,2011,11,5,19,4,11,1027,NW,4.47,0,0
38,2011,11,5,20,4,11,1027,NE,1.79,0,0
37,2011,11,5,21,6,10,1028,cv,0.89,0,0
41,2011,11,5,22,7,10,1028,cv,1.34,0,0
61,2011,11,5,23,8,9,1028,cv,2.23,0,0
85,2011,11,6,0,8,10,1028,SE,1.79,0,0
77,2011,11,6,1,8,10,1027,cv,0.45,0,0
66,2011,11,6,2,7,10,1027,cv,1.34,0,0
69,2011,11,6,3,7,8,1027,SE,0.89,0,0
76,2011,11,6,4,6,6,1028,NE,1.79,0,0
78,2011,11,6,5,7,8,1028,NE,2.68,0,0
49,2011,11,6,6,3,7,1028,NW,0.89,0,0
59,2011,11,6,7,3,7,1028,NE,0.89,0,0
48,2011,11,6,8,2,8,1029,NW,1.79,0,0
35,2011,11,6,9,1,10,1029,NE,1.79,0,0
39,2011,11,6,10,1,10,1029,NE,3.58,0,0
36,2011,11,6,11,0,11,1029,NE,6.71,0,0
45,2011,11,6,12,1,14,1028,NW,3.13,0,0
45,2011,11,6,13,1,15,1027,NW,6.26,0,0
47,2011,11,6,14,0,14,1026,NW,9.39,0,0
45,2011,11,6,15,1,14,1026,cv,0.89,0,0
46,2011,11,6,16,1,12,1026,cv,1.78,0,0
46,2011,11,6,17,1,12,1026,cv,2.67,0,0
60,2011,11,6,18,3,8,1027,cv,3.56,0,0
79,2011,11,6,19,3,10,1027,NW,1.79,0,0
97,2011,11,6,20,3,8,1028,cv,0.89,0,0
114,2011,11,6,21,3,7,1028,cv,1.34,0,0
102,2011,11,6,22,3,5,1029,NW,3.13,0,0
121,2011,11,6,23,2,6,1029,NW,4.02,0,0
111,2011,11,7,0,3,5,1028,cv,0.89,0,0
129,2011,11,7,1,2,4,1028,NW,1.79,0,0
87,2011,11,7,2,1,4,1028,NW,4.92,0,0
63,2011,11,7,3,1,4,1028,NW,6.71,0,0
43,2011,11,7,4,0,3,1028,NW,9.84,0,0
44,2011,11,7,5,0,2,1028,NW,12.97,0,0
32,2011,11,7,6,0,3,1028,NW,14.76,0,0
39,2011,11,7,7,1,4,1029,NW,17.89,0,0
34,2011,11,7,8,2,7,1029,NW,21.91,0,0
27,2011,11,7,9,1,10,1030,NW,25.04,0,0
31,2011,11,7,10,1,12,1029,NW,28.17,0,0
36,2011,11,7,11,1,14,1028,NE,3.13,0,0
40,2011,11,7,12,1,15,1027,NE,6.26,0,0
36,2011,11,7,13,0,15,1027,cv,0.89,0,0
37,2011,11,7,14,-1,15,1026,cv,1.78,0,0
37,2011,11,7,15,0,15,1026,cv,3.57,0,0
46,2011,11,7,16,1,14,1026,SE,1.79,0,0
49,2011,11,7,17,1,13,1026,SE,4.92,0,0
56,2011,11,7,18,2,12,1027,SE,8.05,0,0
68,2011,11,7,19,2,12,1027,SE,9.84,0,0
71,2011,11,7,20,3,9,1027,cv,0.89,0,0
79,2011,11,7,21,4,8,1028,NE,0.89,0,0
90,2011,11,7,22,4,8,1028,SE,0.89,0,0
94,2011,11,7,23,3,8,1028,cv,0.45,0,0
127,2011,11,8,0,4,8,1027,NE,0.89,0,0
122,2011,11,8,1,5,8,1027,cv,0.45,0,0
157,2011,11,8,2,4,8,1027,NW,1.79,0,0
144,2011,11,8,3,4,9,1027,NW,4.92,0,0
91,2011,11,8,4,4,8,1027,NW,6.71,0,0
68,2011,11,8,5,2,10,1027,NW,8.5,0,0
56,2011,11,8,6,2,9,1027,NW,11.63,0,0
42,2011,11,8,7,0,11,1028,NW,15.65,0,0
47,2011,11,8,8,3,12,1028,NW,19.67,0,0
33,2011,11,8,9,3,13,1028,NW,23.69,0,0
27,2011,11,8,10,4,13,1028,NW,27.71,0,0
27,2011,11,8,11,4,15,1028,NW,30.84,0,0
25,2011,11,8,12,3,15,1027,NW,33.97,0,0
8,2011,11,8,13,-1,16,1026,cv,0.89,0,0
16,2011,11,8,14,-1,16,1026,cv,2.68,0,0
11,2011,11,8,15,0,16,1026,SE,3.13,0,0
17,2011,11,8,16,1,15,1026,NW,1.79,0,0
19,2011,11,8,17,3,12,1026,SE,1.79,0,0
21,2011,11,8,18,3,10,1026,SE,3.58,0,0
31,2011,11,8,19,3,9,1026,cv,0.89,0,0
45,2011,11,8,20,3,13,1026,NW,3.13,0,0
56,2011,11,8,21,3,11,1026,NW,6.26,0,0
62,2011,11,8,22,3,8,1026,NE,1.79,0,0
77,2011,11,8,23,1,3,1027,NW,1.79,0,0
65,2011,11,9,0,3,5,1027,NW,2.68,0,0
61,2011,11,9,1,2,4,1027,NW,4.47,0,0
54,2011,11,9,2,0,2,1027,NW,8.49,0,0
33,2011,11,9,3,-1,2,1027,NW,11.62,0,0
33,2011,11,9,4,-1,2,1027,NW,14.75,0,0
27,2011,11,9,5,-2,2,1027,NW,18.77,0,0
22,2011,11,9,6,-1,3,1027,NW,21.9,0,0
24,2011,11,9,7,-1,2,1028,NW,25.92,0,0
32,2011,11,9,8,0,9,1028,NW,29.94,0,0
23,2011,11,9,9,-3,12,1028,NE,3.13,0,0
21,2011,11,9,10,-4,14,1028,NW,4.02,0,0
28,2011,11,9,11,-4,15,1027,NW,5.81,0,0
23,2011,11,9,12,-4,15,1026,NW,8.94,0,0
24,2011,11,9,13,-5,15,1025,NW,10.73,0,0
23,2011,11,9,14,-5,16,1023,cv,0.89,0,0
23,2011,11,9,15,-5,16,1023,NW,1.79,0,0
21,2011,11,9,16,-4,14,1023,cv,0.89,0,0
25,2011,11,9,17,-3,10,1023,SE,0.89,0,0
30,2011,11,9,18,0,8,1023,cv,0.89,0,0
44,2011,11,9,19,1,6,1023,SE,1.79,0,0
43,2011,11,9,20,-2,6,1023,SE,3.58,0,0
66,2011,11,9,21,-1,6,1023,cv,0.89,0,0
69,2011,11,9,22,0,5,1023,cv,1.78,0,0
79,2011,11,9,23,0,4,1023,SE,0.89,0,0
84,2011,11,10,0,-2,3,1022,NW,1.79,0,0
115,2011,11,10,1,0,2,1022,NW,2.68,0,0
113,2011,11,10,2,-1,1,1022,NW,4.47,0,0
91,2011,11,10,3,-2,0,1021,NW,6.26,0,0
56,2011,11,10,4,-3,0,1021,NW,8.05,0,0
42,2011,11,10,5,-4,0,1021,NW,9.84,0,0
29,2011,11,10,6,-4,-1,1021,NW,12.97,0,0
34,2011,11,10,7,-3,2,1022,NW,16.1,0,0
40,2011,11,10,8,-2,4,1022,NW,20.12,0,0
44,2011,11,10,9,-4,10,1021,NW,23.25,0,0
43,2011,11,10,10,-5,12,1021,NW,26.38,0,0
50,2011,11,10,11,-5,13,1020,NW,28.17,0,0
47,2011,11,10,12,-5,14,1019,cv,0.89,0,0
42,2011,11,10,13,-6,15,1018,cv,1.78,0,0
48,2011,11,10,14,-6,15,1017,cv,3.57,0,0
45,2011,11,10,15,-5,16,1017,SE,1.79,0,0
59,2011,11,10,16,-5,14,1017,SE,4.92,0,0
54,2011,11,10,17,-4,13,1017,SE,8.94,0,0
55,2011,11,10,18,-2,12,1017,SE,12.07,0,0
63,2011,11,10,19,-1,10,1017,SE,15.2,0,0
84,2011,11,10,20,0,7,1017,cv,0.89,0,0
92,2011,11,10,21,0,4,1017,SE,0.89,0,0
113,2011,11,10,22,1,3,1017,NE,0.89,0,0
139,2011,11,10,23,1,4,1017,NE,1.78,0,0
135,2011,11,11,0,-1,2,1017,NW,1.79,0,0
161,2011,11,11,1,0,2,1017,cv,0.45,0,0
145,2011,11,11,2,-1,1,1016,NW,0.89,0,0
154,2011,11,11,3,-1,0,1016,NW,2.68,0,0
139,2011,11,11,4,-1,1,1016,cv,0.89,0,0
153,2011,11,11,5,-2,-1,1016,NW,0.89,0,0
105,2011,11,11,6,-1,0,1016,NW,1.78,0,0
115,2011,11,11,7,-1,1,1016,cv,0.89,0,0
102,2011,11,11,8,-1,3,1016,NW,3.13,0,0
78,2011,11,11,9,0,5,1016,NW,4.92,0,0
83,2011,11,11,10,0,9,1015,cv,0.89,0,0
90,2011,11,11,11,-1,10,1016,cv,1.78,0,0
96,2011,11,11,12,0,12,1014,SE,1.79,0,0
96,2011,11,11,13,0,13,1013,SE,3.58,0,0
114,2011,11,11,14,0,13,1013,SE,5.37,0,0
153,2011,11,11,15,1,12,1013,cv,0.89,0,0
152,2011,11,11,16,2,11,1013,SE,0.89,0,0
179,2011,11,11,17,2,10,1014,SE,1.78,0,0
208,2011,11,11,18,3,9,1014,cv,0.89,0,0
255,2011,11,11,19,4,8,1014,cv,1.78,0,0
197,2011,11,11,20,3,8,1014,cv,2.67,0,0
211,2011,11,11,21,4,8,1014,cv,3.56,0,0
228,2011,11,11,22,4,8,1014,cv,4.45,0,0
252,2011,11,11,23,4,6,1014,cv,5.34,0,0
277,2011,11,12,0,4,6,1014,NW,1.79,0,0
208,2011,11,12,1,4,5,1015,NW,3.58,0,0
73,2011,11,12,2,3,7,1016,NW,5.37,0,0
43,2011,11,12,3,0,11,1016,NW,11.18,0,0
19,2011,11,12,4,0,10,1016,NW,16.99,0,0
16,2011,11,12,5,-1,7,1017,NW,20.12,0,0
21,2011,11,12,6,-3,9,1018,NW,24.14,0,0
30,2011,11,12,7,-2,5,1018,cv,0.89,0,0
38,2011,11,12,8,-4,12,1020,NW,4.02,0,0
43,2011,11,12,9,-5,12,1020,NW,7.15,0,0
39,2011,11,12,10,-6,14,1020,NW,15.2,0,0
43,2011,11,12,11,-9,15,1019,NW,24.14,0,0
34,2011,11,12,12,-8,16,1018,NW,33.97,0,0
42,2011,11,12,13,-10,16,1018,NW,43.8,0,0
41,2011,11,12,14,-11,16,1017,NW,53.63,0,0
46,2011,11,12,15,-11,15,1017,NW,60.78,0,0
41,2011,11,12,16,-11,15,1017,NW,69.72,0,0
45,2011,11,12,17,-11,14,1017,NW,73.74,0,0
50,2011,11,12,18,-11,14,1018,NW,78.66,0,0
47,2011,11,12,19,-11,14,1019,SE,3.13,0,0
65,2011,11,12,20,-10,11,1019,NW,4.02,0,0
75,2011,11,12,21,-9,6,1020,NW,7.15,0,0
23,2011,11,12,22,-8,7,1021,cv,0.89,0,0
17,2011,11,12,23,-13,9,1021,NW,5.81,0,0
21,2011,11,13,0,-13,6,1022,NW,10.73,0,0
15,2011,11,13,1,-13,7,1023,NW,17.88,0,0
7,2011,11,13,2,-13,6,1023,NW,22.8,0,0
6,2011,11,13,3,-13,3,1024,NW,26.82,0,0
6,2011,11,13,4,-13,2,1024,NW,30.84,0,0
7,2011,11,13,5,-13,5,1025,NW,35.76,0,0
8,2011,11,13,6,-13,1,1025,NW,38.89,0,0
9,2011,11,13,7,-13,4,1026,NW,44.7,0,0
10,2011,11,13,8,-13,6,1027,NW,51.85,0,0
9,2011,11,13,9,-15,8,1027,NW,59,0,0
12,2011,11,13,10,-15,9,1027,NW,63.92,0,0
12,2011,11,13,11,-14,9,1027,NW,67.05,0,0
18,2011,11,13,12,-14,9,1026,NE,3.13,0,0
9,2011,11,13,13,-14,10,1025,SE,4.02,0,0
18,2011,11,13,14,-15,10,1024,NE,3.13,0,0
19,2011,11,13,15,-15,10,1024,SE,1.79,0,0
17,2011,11,13,16,-14,8,1025,SE,3.58,0,0
19,2011,11,13,17,-11,7,1025,SE,4.47,0,0
34,2011,11,13,18,-9,4,1025,SE,5.36,0,0
58,2011,11,13,19,-4,2,1026,cv,0.89,0,0
74,2011,11,13,20,-6,2,1026,cv,1.34,0,0
89,2011,11,13,21,-6,0,1026,SE,0.89,0,0
88,2011,11,13,22,-6,0,1026,SE,1.78,0,0
78,2011,11,13,23,-6,1,1026,SE,3.57,0,0
93,2011,11,14,0,-8,1,1026,SE,5.36,0,0
126,2011,11,14,1,-9,-1,1026,cv,0.89,0,0
145,2011,11,14,2,-9,0,1025,SE,0.89,0,0
141,2011,11,14,3,-9,0,1025,cv,0.89,0,0
144,2011,11,14,4,-8,1,1025,NE,1.79,0,0
127,2011,11,14,5,-9,0,1025,cv,0.89,0,0
124,2011,11,14,6,-8,-1,1025,NW,0.89,0,0
134,2011,11,14,7,-6,-3,1026,cv,0.89,0,0
114,2011,11,14,8,-6,2,1027,NW,1.79,0,0
84,2011,11,14,9,-6,4,1027,NW,3.58,0,0
88,2011,11,14,10,-8,7,1027,cv,0.89,0,0
118,2011,11,14,11,-9,8,1026,SE,1.79,0,0
113,2011,11,14,12,-8,9,1025,SE,3.58,0,0
110,2011,11,14,13,-8,11,1024,cv,1.79,0,0
129,2011,11,14,14,-8,11,1024,SE,1.79,0,0
124,2011,11,14,15,-8,11,1024,cv,0.89,0,0
128,2011,11,14,16,-5,8,1024,cv,1.78,0,0
150,2011,11,14,17,-6,8,1024,cv,2.67,0,0
178,2011,11,14,18,-4,5,1025,SE,0.89,0,0
178,2011,11,14,19,-3,3,1025,cv,0.89,0,0
204,2011,11,14,20,-3,3,1026,cv,1.78,0,0
242,2011,11,14,21,-3,2,1026,NE,0.89,0,0
235,2011,11,14,22,-4,1,1027,NE,2.68,0,0
204,2011,11,14,23,-4,0,1027,NE,4.47,0,0
314,2011,11,15,0,-4,2,1027,cv,0.45,0,0
333,2011,11,15,1,-4,-1,1028,NW,0.89,0,0
285,2011,11,15,2,-3,-1,1028,NE,0.89,0,0
289,2011,11,15,3,-3,-1,1028,NW,0.89,0,0
225,2011,11,15,4,-3,-1,1027,cv,0.89,0,0
183,2011,11,15,5,-3,-1,1027,cv,1.34,0,0
190,2011,11,15,6,-3,-2,1028,cv,2.23,0,0
185,2011,11,15,7,-5,-3,1028,NW,1.79,0,0
188,2011,11,15,8,-3,0,1029,NW,3.58,0,0
172,2011,11,15,9,-2,4,1029,NW,6.71,0,0
185,2011,11,15,10,-2,6,1029,NW,8.5,0,0
185,2011,11,15,11,1,9,1028,NW,10.29,0,0
194,2011,11,15,12,1,10,1027,cv,0.89,0,0
195,2011,11,15,13,2,10,1027,cv,1.78,0,0
173,2011,11,15,14,3,10,1026,SE,1.79,0,0
158,2011,11,15,15,3,10,1025,cv,0.89,0,0
165,2011,11,15,16,3,8,1025,cv,1.78,0,0
168,2011,11,15,17,2,7,1025,cv,2.23,0,0
184,2011,11,15,18,3,7,1025,cv,3.12,0,0
206,2011,11,15,19,2,5,1025,NW,0.89,0,0
205,2011,11,15,20,3,5,1025,cv,0.89,0,0
185,2011,11,15,21,3,5,1026,cv,1.78,0,0
225,2011,11,15,22,3,4,1026,cv,2.67,0,0
206,2011,11,15,23,4,5,1026,cv,3.56,0,0
206,2011,11,16,0,4,5,1026,NW,1.79,0,0
187,2011,11,16,1,3,5,1026,NW,2.68,0,0
195,2011,11,16,2,2,5,1026,NW,4.47,0,0
202,2011,11,16,3,2,5,1026,NW,6.26,0,0
184,2011,11,16,4,1,2,1026,NW,8.05,0,0
186,2011,11,16,5,2,3,1026,cv,0.89,0,0
177,2011,11,16,6,1,2,1026,NW,0.89,0,0
193,2011,11,16,7,0,0,1027,NW,4.02,0,0
193,2011,11,16,8,2,2,1027,NW,5.81,0,0
149,2011,11,16,9,4,7,1028,cv,0.89,0,0
154,2011,11,16,10,4,9,1028,NW,1.79,0,0
NA,2011,11,16,11,5,10,1027,cv,0.89,0,0
NA,2011,11,16,12,5,10,1027,cv,1.78,0,0
210,2011,11,16,13,6,11,1026,SE,1.79,0,0
224,2011,11,16,14,6,11,1026,SE,3.58,0,0
271,2011,11,16,15,6,11,1026,cv,0.89,0,0
306,2011,11,16,16,7,10,1026,SE,0.89,0,0
342,2011,11,16,17,6,9,1027,cv,0.89,0,0
358,2011,11,16,18,7,10,1027,cv,1.78,0,0
380,2011,11,16,19,7,10,1027,cv,2.67,0,0
336,2011,11,16,20,6,9,1028,SE,3.13,0,0
166,2011,11,16,21,5,9,1028,SE,4.92,0,0
132,2011,11,16,22,3,9,1028,SE,8.05,0,0
128,2011,11,16,23,2,8,1027,SE,9.84,0,0
127,2011,11,17,0,2,8,1027,SE,11.63,0,0
100,2011,11,17,1,3,7,1026,cv,0.89,0,1
93,2011,11,17,2,3,7,1026,cv,1.78,0,2
103,2011,11,17,3,4,5,1026,cv,2.67,0,3
113,2011,11,17,4,5,5,1025,NW,0.89,0,4
111,2011,11,17,5,5,6,1024,NW,4.02,0,5
111,2011,11,17,6,5,6,1023,NW,5.81,0,6
113,2011,11,17,7,6,6,1023,NW,8.94,0,7
126,2011,11,17,8,6,6,1023,NW,12.07,0,8
121,2011,11,17,9,6,6,1022,NE,1.79,0,9
127,2011,11,17,10,6,7,1021,NW,3.13,0,10
119,2011,11,17,11,7,7,1020,NW,4.92,0,11
99,2011,11,17,12,7,7,1020,NW,6.71,0,12
107,2011,11,17,13,7,8,1019,NE,1.79,0,0
114,2011,11,17,14,8,8,1018,NW,1.79,0,0
119,2011,11,17,15,8,9,1018,NW,3.58,0,0
153,2011,11,17,16,8,9,1017,NW,6.71,0,0
160,2011,11,17,17,8,9,1017,NW,9.84,0,0
109,2011,11,17,18,6,7,1017,NW,11.63,0,0
112,2011,11,17,19,6,6,1017,NW,13.42,0,0
166,2011,11,17,20,6,6,1017,NW,17.44,0,0
144,2011,11,17,21,7,8,1017,NW,21.46,0,0
136,2011,11,17,22,7,7,1018,NW,24.59,0,0
128,2011,11,17,23,6,6,1017,cv,0.89,0,0
139,2011,11,18,0,6,6,1016,NW,1.79,0,0
141,2011,11,18,1,5,5,1016,NW,3.58,0,0
157,2011,11,18,2,5,5,1016,NW,6.71,0,0
142,2011,11,18,3,6,6,1015,NW,10.73,0,0
127,2011,11,18,4,6,7,1015,NW,13.86,0,0
95,2011,11,18,5,7,7,1015,NW,17.88,0,0
85,2011,11,18,6,7,8,1015,NW,19.67,0,0
97,2011,11,18,7,7,8,1016,NW,22.8,0,0
89,2011,11,18,8,6,9,1016,NW,25.93,0,0
78,2011,11,18,9,4,11,1015,NE,4.02,0,0
54,2011,11,18,10,4,13,1015,NW,4.92,0,0
56,2011,11,18,11,3,14,1015,NW,9.84,0,0
60,2011,11,18,12,1,16,1014,NE,3.13,0,0
59,2011,11,18,13,1,15,1014,NE,6.26,0,0
53,2011,11,18,14,1,16,1013,cv,0.89,0,0
40,2011,11,18,15,0,15,1013,SE,1.79,0,0
43,2011,11,18,16,6,13,1013,SE,6.71,0,0
70,2011,11,18,17,6,11,1014,SE,11.63,0,0
55,2011,11,18,18,6,9,1015,SE,16.55,0,0
70,2011,11,18,19,6,8,1017,SE,21.47,0,0
77,2011,11,18,20,5,8,1017,SE,25.49,0,0
91,2011,11,18,21,5,8,1018,SE,27.28,0,1
91,2011,11,18,22,4,6,1018,SE,29.07,0,2
99,2011,11,18,23,5,6,1019,SE,32.2,0,3
90,2011,11,19,0,3,5,1019,NE,4.02,0,4
82,2011,11,19,1,2,4,1019,SE,4.02,0,0
72,2011,11,19,2,2,4,1020,SE,5.81,0,0
71,2011,11,19,3,1,2,1020,SE,6.7,0,0
34,2011,11,19,4,-1,5,1021,NW,7.15,0,0
13,2011,11,19,5,-6,4,1021,NW,15.2,0,0
7,2011,11,19,6,-7,3,1021,NW,23.25,0,0
3,2011,11,19,7,-9,3,1022,NW,34.43,0,0
9,2011,11,19,8,-10,4,1024,NW,46.5,0,0
13,2011,11,19,9,-11,5,1024,NW,55.44,0,0
15,2011,11,19,10,-11,6,1024,NW,66.62,0,0
9,2011,11,19,11,-11,7,1024,NW,77.8,0,0
16,2011,11,19,12,-12,7,1024,NW,88.98,0,0
13,2011,11,19,13,-12,8,1023,NW,97.03,0,0
15,2011,11,19,14,-12,7,1023,NW,105.08,0,0
10,2011,11,19,15,-12,7,1023,NW,112.23,0,0
6,2011,11,19,16,-11,6,1024,NW,119.38,0,0
7,2011,11,19,17,-11,6,1025,NW,125.19,0,0
8,2011,11,19,18,-12,4,1026,NW,129.21,0,0
10,2011,11,19,19,-11,4,1026,NW,132.34,0,0
18,2011,11,19,20,-12,3,1027,NW,136.36,0,0
12,2011,11,19,21,-11,0,1027,NW,139.49,0,0
22,2011,11,19,22,-11,0,1028,NW,144.41,0,0
9,2011,11,19,23,-11,0,1029,NW,150.22,0,0
9,2011,11,20,0,-14,0,1029,NW,155.14,0,0
10,2011,11,20,1,-11,-2,1029,NW,160.06,0,0
12,2011,11,20,2,-11,-3,1029,NW,163.19,0,0
16,2011,11,20,3,-11,-2,1029,NE,3.13,0,0
17,2011,11,20,4,-11,-2,1029,NE,7.15,0,0
25,2011,11,20,5,-12,-3,1029,NW,1.79,0,0
20,2011,11,20,6,-10,-3,1030,NW,3.58,0,0
29,2011,11,20,7,-10,-5,1030,NW,5.37,0,0
19,2011,11,20,8,-10,-2,1031,NW,8.5,0,0
21,2011,11,20,9,-11,1,1032,NW,10.29,0,0
30,2011,11,20,10,-11,3,1032,NW,12.08,0,0
42,2011,11,20,11,-12,4,1032,NW,13.87,0,0
58,2011,11,20,12,-11,5,1030,cv,0.89,0,0
53,2011,11,20,13,-10,7,1029,SE,1.79,0,0
55,2011,11,20,14,-10,6,1029,SE,4.92,0,0
55,2011,11,20,15,-9,6,1029,SE,8.05,0,0
47,2011,11,20,16,-9,5,1029,SE,11.18,0,0
48,2011,11,20,17,-9,4,1029,SE,12.97,0,0
45,2011,11,20,18,-5,2,1030,cv,0.89,0,0
52,2011,11,20,19,-4,0,1030,SE,0.89,0,0
77,2011,11,20,20,-7,0,1030,NE,0.89,0,0
113,2011,11,20,21,-6,-2,1030,NE,1.78,0,0
172,2011,11,20,22,-6,-2,1031,NE,2.67,0,0
249,2011,11,20,23,-4,-2,1031,cv,0.89,0,0
226,2011,11,21,0,-5,0,1031,cv,1.34,0,0
191,2011,11,21,1,-5,-3,1031,cv,1.79,0,0
154,2011,11,21,2,-5,-3,1031,NW,1.79,0,0
123,2011,11,21,3,-5,-3,1031,NW,3.58,0,0
106,2011,11,21,4,-6,-4,1031,NW,6.71,0,0
102,2011,11,21,5,-6,-4,1031,NW,8.5,0,0
80,2011,11,21,6,-5,-4,1031,NW,10.29,0,0
71,2011,11,21,7,-7,-5,1031,NW,13.42,0,0
91,2011,11,21,8,-4,-1,1031,cv,0.89,0,0
