pm2.5,dew_point,temperature,pressure,wind_direction,wind_speed,hours,rain_hours
9,15,32,999,NE,1.79,0,0
13,13,34,998,NW,1.79,0,0
13,11,34,997,cv,3.13,0,0
12,12,35,996,cv,4.92,0,0
19,14,35,996,SE,3.13,0,0
NA,14,35,996,cv,7.15,0,0
16,13,34,995,SE,5.81,0,0
22,14,33,995,SE,8.94,0,0
21,13,32,996,SE,12.96,0,0
24,13,32,996,SE,16.09,0,0
27,17,29,997,SE,17.88,0,0
22,16,29,997,SE,19.67,0,0
23,14,30,997,SE,21.46,0,0
33,17,25,997,cv,0.89,0,0
45,18,23,996,cv,1.78,0,0
48,18,23,996,NW,1.79,0,0
51,18,21,996,NW,4.92,0,0
45,18,21,996,NW,5.81,0,0
48,18,20,997,NW,8.94,0,0
35,19,22,997,NW,12.07,0,0
NA,20,25,997,NW,16.09,0,0
29,19,29,997,NW,17.88,0,0
21,17,30,997,NE,1.79,0,0
20,15,32,997,NW,3.13,0,0
16,15,33,997,NE,3.13,0,0
18,15,34,996,NE,4.92,0,0
18,16,35,996,NE,6.71,0,0
15,15,35,995,SE,3.13,0,0
26,16,35,995,cv,1.79,0,0
22,15,35,995,SE,1.79,0,0
20,15,34,995,SE,4.92,0,0
24,15,33,995,SE,8.05,0,0
22,16,32,996,SE,9.84,0,0
24,17,31,996,SE,11.63,0,0
33,17,30,997,SE,14.76,0,0
42,19,30,997,SE,19.68,0,0
103,17,28,998,SE,25.49,0,0
115,16,27,999,SE,28.62,0,0
60,16,27,999,SE,30.41,0,0
45,17,26,1000,SE,32.2,0,0
60,17,26,1000,SE,35.33,0,0
69,17,25,999,NE,1.79,0,0
87,18,24,1000,cv,0.89,0,0
91,19,24,1000,cv,1.78,0,0
114,18,26,1001,SE,1.79,0,0
96,18,27,1001,cv,0.89,0,0
97,18,28,1001,NE,1.79,0,0
81,18,29,1001,cv,1.79,0,0
81,18,30,1001,SE,3.13,0,0
83,19,31,1001,SE,6.26,0,0
88,19,31,1000,SE,8.05,0,0
85,20,31,1000,cv,3.13,0,0
95,19,31,1000,SE,4.02,0,0
114,19,31,1000,SE,8.94,0,0
NA,22,29,1000,SE,13.86,0,0
106,21,29,1000,SE,18.78,0,0
105,19,28,1001,SE,22.8,0,0
98,19,27,1002,SE,26.82,0,0
89,17,27,1002,SE,30.84,0,0
83,17,26,1003,SE,34.86,0,0
68,18,25,1003,SE,39.78,0,0
77,19,24,1003,SE,42.91,0,0
75,19,24,1003,SE,46.04,0,0
78,20,23,1002,NW,1.79,0,0
86,20,23,1002,NW,4.92,0,0
94,21,22,1002,SE,3.13,0,1
93,21,22,1002,cv,0.89,0,2
85,22,23,1002,cv,1.34,0,0
77,22,23,1003,SE,1.79,0,0
73,22,24,1003,cv,0.89,0,1
105,22,24,1003,NW,1.79,0,0
89,22,25,1004,NW,4.92,0,1
93,22,25,1004,NW,8.05,0,0
97,21,26,1004,NW,9.84,0,0
92,21,27,1004,SE,1.79,0,0
96,20,27,1003,SE,3.58,0,0
109,21,26,1003,SE,6.71,0,0
109,20,26,1002,SE,10.73,0,0
110,21,27,1002,SE,13.86,0,0
132,21,26,1002,SE,16.99,0,0
149,21,26,1003,SE,20.12,0,0
133,21,25,1004,SE,21.91,0,0
124,21,25,1005,SE,23.7,0,0
122,20,22,1004,NW,4.02,0,1
32,20,22,1002,SE,3.13,0,2
34,20,21,1003,NW,7.15,0,0
46,20,21,1003,cv,0.89,0,0
47,20,22,1002,cv,1.78,0,0
53,20,22,1002,cv,2.23,0,0
55,20,22,1003,NW,0.89,0,0
52,20,22,1003,NW,2.68,0,0
52,21,22,1003,NW,3.57,0,0
56,21,22,1003,NW,5.36,0,0
59,21,23,1003,cv,0.89,0,0
90,21,24,1003,cv,1.78,0,0
112,22,25,1003,SE,1.79,0,0
123,22,26,1003,cv,0.89,0,0
133,22,26,1002,cv,1.78,0,0
155,22,25,1003,SE,1.79,0,1
153,23,24,1003,cv,1.79,0,2
159,23,25,1002,cv,2.68,0,0
168,23,25,1002,SE,1.79,0,0
179,23,25,1002,NE,1.79,0,0
199,23,25,1002,NE,3.58,0,0
184,23,25,1002,NE,5.37,0,0
194,23,24,1002,NE,7.16,0,0
188,23,24,1002,NE,8.95,0,1
189,23,24,1002,cv,0.89,0,0
179,23,24,1002,cv,1.78,0,0
184,23,24,1002,cv,2.67,0,0
177,23,24,1002,NW,1.79,0,1
180,23,24,1002,cv,0.89,0,2
180,23,24,1002,NE,1.79,0,0
183,23,24,1002,cv,0.89,0,0
187,23,23,1002,NE,0.89,0,0
177,23,23,1002,SE,1.79,0,0
179,23,24,1002,cv,0.89,0,0
183,24,25,1003,cv,1.78,0,0
173,24,26,1002,SE,3.13,0,0
175,24,27,1002,SE,4.92,0,0
168,24,28,1002,SE,8.05,0,0
178,24,28,1002,SE,11.18,0,0
157,24,29,1001,SE,12.97,0,0
110,24,31,1001,SE,16.1,0,0
97,24,30,1001,SE,20.12,0,0
90,25,31,1000,SE,24.14,0,0
103,24,30,1000,SE,28.16,0,0
105,24,30,1000,SE,32.18,0,0
134,24,29,1000,SE,35.31,0,0
210,24,29,1001,SE,38.44,0,0
232,24,28,1001,SE,41.57,0,1
167,22,27,1001,SE,44.7,0,2
163,21,27,1002,SE,47.83,0,0
171,22,26,1002,cv,0.89,0,0
152,23,25,1001,cv,1.78,0,0
136,23,25,1001,cv,2.67,0,0
149,23,25,1001,cv,3.56,0,0
163,23,24,1001,SE,0.89,0,0
169,23,25,1002,cv,0.89,0,0
177,23,25,1002,cv,1.78,0,0
184,24,26,1002,cv,2.67,0,0
186,23,26,1002,NE,1.79,0,0
185,24,26,1003,NW,1.79,0,0
174,24,26,1003,NW,3.58,0,0
152,24,28,1003,NW,6.71,0,0
145,24,29,1002,NW,9.84,0,0
135,24,31,1002,cv,0.89,0,0
120,23,31,1001,SE,1.79,0,0
130,23,31,1002,cv,0.89,0,0
139,24,29,1001,SE,4.92,0,0
113,23,28,1001,SE,8.94,0,0
113,23,27,1002,SE,13.86,0,0
119,24,27,1002,SE,17.88,0,0
122,24,27,1002,SE,19.67,0,0
125,24,26,1003,SE,21.46,0,0
115,24,26,1002,SE,24.59,0,0
109,24,26,1002,SE,26.38,0,1
115,24,25,1002,SE,29.51,0,2
103,24,24,1002,SE,32.64,0,3
101,23,24,1002,SE,34.43,0,5
95,23,24,1002,SE,37.56,0,7
95,23,24,1002,cv,0.89,0,8
92,23,24,1002,NE,0.89,0,9
110,24,24,1003,NE,1.78,0,10
122,24,24,1002,cv,0.89,0,0
127,24,25,1003,cv,1.78,0,0
122,24,25,1003,cv,2.67,0,0
110,24,25,1003,cv,3.56,0,0
104,24,25,1003,SE,1.79,0,0
103,24,27,1003,SE,3.58,0,0
107,24,28,1002,SE,6.71,0,0
106,24,28,1002,SE,9.84,0,0
89,24,28,1002,SE,12.97,0,0
96,24,27,1001,SE,16.99,0,0
90,24,27,1001,SE,21.01,0,0
92,24,26,1001,SE,24.14,0,1
94,23,26,1001,SE,25.93,0,2
73,24,25,1001,SE,29.95,0,0
72,23,25,1002,SE,33.08,0,0
47,23,25,1002,cv,0.89,0,0
60,23,24,1002,SE,1.79,0,0
62,23,24,1001,SE,3.58,0,0
66,23,24,1001,SE,5.37,0,0
73,23,24,1000,SE,7.16,0,0
61,23,24,1000,cv,0.89,0,0
52,23,24,999,NW,1.79,0,0
48,23,24,999,NW,4.92,0,0
47,23,24,999,NW,6.71,0,0
52,24,26,998,NW,8.5,0,0
42,24,27,998,NW,10.29,0,0
33,25,29,998,NW,13.42,0,0
35,24,29,997,cv,0.89,0,0
35,24,30,996,cv,1.78,0,0
36,25,32,996,cv,2.67,0,0
30,25,31,995,SE,3.13,0,0
46,25,32,994,SE,7.15,0,0
53,25,32,993,SE,10.28,0,0
63,25,32,992,SE,16.09,0,0
67,25,31,993,SE,21.9,0,0
56,25,30,994,SE,29.05,0,0
56,21,22,995,SE,41.12,0,2
22,21,22,995,SE,42.91,0,3
20,21,23,995,NW,1.79,0,0
33,22,23,996,NW,6.71,0,0
43,21,22,995,cv,0.89,0,0
25,21,23,995,NW,1.79,0,0
33,21,23,995,NW,4.92,0,0
45,21,23,994,cv,0.89,0,0
54,21,22,994,SE,1.79,0,0
49,21,21,994,SE,3.58,0,0
47,21,21,995,SE,4.47,0,0
61,21,21,995,cv,0.89,0,0
79,21,22,995,SE,1.79,0,0
86,22,22,995,NE,1.79,0,0
101,22,24,995,cv,1.79,0,0
96,23,26,995,SE,1.79,0,0
95,22,27,994,cv,0.89,0,0
87,23,28,994,SE,3.13,0,0
65,24,30,993,SE,4.92,0,0
76,23,29,994,NE,1.79,0,0
80,21,29,993,NW,1.79,0,0
87,23,31,993,NE,3.13,0,0
88,23,31,993,SE,1.79,0,0
94,24,29,994,NE,4.92,0,0
61,24,25,995,NW,4.02,0,0
47,23,24,995,NW,7.15,0,0
29,22,25,995,NW,10.28,0,0
24,22,23,996,NE,1.79,0,0
28,21,23,996,NW,1.79,0,0
28,21,23,996,cv,0.89,0,0
20,21,22,996,NE,0.89,0,0
19,21,23,996,cv,0.89,0,0
25,21,22,996,NW,1.79,0,0
19,21,22,997,NW,3.58,0,0
27,21,21,997,NW,5.37,0,0
19,21,22,997,NW,7.16,0,0
24,22,24,998,NW,10.29,0,0
20,22,26,998,NE,3.13,0,0
20,22,27,998,NE,4.92,0,0
55,22,29,998,SE,1.79,0,0
57,21,29,998,cv,0.89,0,0
35,21,31,998,NE,1.79,0,0
35,20,32,997,NE,4.92,0,0
20,21,29,998,NW,3.13,0,1
13,22,31,997,cv,0.89,0,0
9,20,32,997,cv,1.78,0,0
9,21,32,997,NW,3.13,0,0
16,19,28,998,NE,5.81,0,0
14,19,27,999,NW,3.13,0,0
NA,19,27,999,NE,4.02,0,0
NA,20,27,1001,NE,5.81,0,0
17,20,26,1002,SE,1.79,0,0
16,20,25,1002,SE,3.58,0,0
29,20,25,1002,SE,5.37,0,0
26,21,23,1002,SE,6.26,0,0
18,21,23,1002,cv,0.89,0,0
17,20,23,1002,NW,1.79,0,0
31,20,22,1003,NW,3.58,0,0
25,20,22,1003,NW,4.47,0,0
33,22,23,1003,NE,1.79,0,0
25,22,24,1004,NW,1.79,0,0
22,20,26,1004,NW,4.92,0,0
15,19,27,1005,NE,4.02,0,0
10,20,28,1005,NE,7.15,0,0
8,18,29,1005,NE,8.94,0,0
7,19,30,1004,cv,0.89,0,0
11,19,30,1004,cv,1.78,0,0
14,19,30,1003,cv,2.67,0,0
17,17,30,1003,cv,3.56,0,0
28,19,30,1002,cv,5.35,0,0
34,21,30,1002,SE,3.13,0,0
33,19,29,1002,SE,6.26,0,0
36,19,29,1003,SE,10.28,0,0
38,20,27,1003,SE,12.07,0,0
41,21,26,1004,cv,0.89,0,0
42,20,26,1004,cv,1.78,0,0
38,22,24,1004,NE,0.89,0,0
46,22,24,1004,NE,1.78,0,0
47,22,23,1004,NE,3.57,0,0
61,21,23,1004,cv,0.45,0,0
57,21,22,1004,NW,1.79,0,0
54,21,22,1004,NE,1.79,0,0
48,20,23,1004,cv,0.89,0,0
38,20,23,1004,cv,1.78,0,0
25,19,24,1005,cv,2.67,0,0
23,18,25,1005,NE,3.13,0,0
21,17,27,1005,NE,7.15,0,0
19,17,28,1005,NE,10.28,0,0
17,17,29,1005,NW,1.79,0,0
16,16,29,1004,NE,3.13,0,0
14,16,31,1004,NE,6.26,0,0
15,15,30,1003,NE,8.05,0,0
15,15,30,1003,cv,1.79,0,0
19,17,30,1002,SE,3.13,0,0
15,16,29,1002,SE,4.92,0,0
19,16,29,1002,SE,6.71,0,0
33,17,28,1002,SE,9.84,0,0
34,17,26,1003,SE,11.63,0,0
31,18,25,1004,SE,12.52,0,0
39,18,24,1004,SE,14.31,0,0
53,18,25,1004,SE,16.1,0,0
63,19,23,1004,cv,0.89,0,0
60,20,22,1004,NE,1.79,0,0
63,20,22,1004,cv,0.89,0,0
59,19,21,1004,NE,0.89,0,0
48,19,20,1004,NE,1.78,0,0
52,19,20,1005,NE,3.57,0,0
54,19,21,1005,NW,1.79,0,0
50,20,24,1006,NW,3.58,0,0
32,18,26,1006,NE,3.13,0,0
29,19,28,1006,NW,4.02,0,0
31,19,29,1006,NW,7.15,0,0
29,19,31,1006,NW,8.94,0,0
32,17,32,1005,NE,1.79,0,0
29,18,32,1005,cv,0.89,0,0
25,15,33,1004,cv,2.68,0,0
25,15,33,1004,cv,4.47,0,0
26,15,33,1004,SE,1.79,0,0
25,15,33,1004,SE,3.58,0,0
27,14,32,1004,SE,5.37,0,0
32,17,30,1004,SE,8.5,0,0
38,16,28,1005,SE,10.29,0,0
41,15,28,1006,SE,14.31,0,0
53,17,28,1006,SE,17.44,0,0
58,17,28,1006,SE,20.57,0,0
60,18,25,1007,SE,23.7,0,0
84,19,25,1007,SE,26.83,0,0
84,20,23,1007,SE,28.62,0,0
86,19,23,1007,SE,30.41,0,0
63,19,22,1007,SE,32.2,0,0
68,19,21,1008,cv,0.89,0,0
99,21,24,1008,cv,1.34,0,0
130,21,25,1009,NW,1.79,0,0
131,20,27,1009,cv,0.89,0,0
126,20,28,1009,cv,1.78,0,0
112,20,30,1009,cv,2.67,0,0
90,20,31,1008,SE,1.79,0,0
85,19,32,1008,SE,4.92,0,0
76,16,33,1007,cv,1.79,0,0
71,17,34,1007,cv,3.58,0,0
62,17,34,1006,SE,4.02,0,0
51,17,34,1006,SE,7.15,0,0
45,16,33,1006,SE,11.17,0,0
52,17,32,1007,SE,16.09,0,0
46,17,31,1007,SE,20.11,0,0
50,18,29,1007,SE,21.9,0,0
56,18,28,1008,SE,25.03,0,0
55,18,29,1008,SE,28.16,0,0
53,17,27,1008,SE,29.95,0,0
60,17,27,1008,SE,31.74,0,0
55,18,25,1009,cv,0.45,0,0
61,19,25,1009,SE,1.79,0,0
61,21,25,1009,SE,4.92,0,0
80,21,24,1009,SE,8.94,0,0
114,21,24,1009,SE,12.07,0,0
110,22,24,1010,SE,13.86,0,0
94,22,25,1011,SE,15.65,0,0
108,22,26,1011,SE,18.78,0,0
95,22,27,1011,SE,21.91,0,0
92,22,29,1011,SE,25.04,0,0
85,21,30,1010,SE,28.17,0,0
79,22,30,1010,SE,31.3,0,0
77,21,31,1009,SE,34.43,0,0
76,21,32,1009,SE,38.45,0,0
NA,21,32,1008,SE,41.58,0,0
83,20,31,1008,SE,45.6,0,0
75,20,31,1007,SE,49.62,0,0
79,20,30,1007,SE,53.64,0,0
79,20,29,1008,SE,58.56,0,0
107,21,28,1008,SE,62.58,0,0
64,21,27,1009,SE,65.71,0,0
72,21,26,1010,SE,68.84,0,0
80,21,25,1010,SE,71.97,0,0
89,22,25,1010,SE,75.1,0,0
NA,22,24,1010,SE,78.23,0,0
99,22,24,1010,SE,81.36,0,0
99,22,24,1010,SE,83.15,0,0
79,22,23,1010,SE,84.94,0,0
51,21,23,1010,SE,86.73,0,0
54,21,22,1010,SE,89.86,0,0
54,21,23,1010,SE,91.65,0,0
65,21,24,1010,SE,93.44,0,0
76,22,26,1010,SE,95.23,0,0
81,21,27,1009,SE,97.02,0,0
90,21,28,1009,cv,1.79,0,0
96,21,29,1008,SE,1.79,0,0
99,21,29,1007,SE,3.58,0,0
104,21,30,1007,SE,6.71,0,0
103,21,30,1006,SE,9.84,0,0
95,21,30,1006,SE,12.97,0,0
98,22,30,1005,SE,16.1,0,0
88,21,30,1005,SE,19.23,0,0
105,21,29,1005,SE,21.02,0,0
106,22,28,1006,SE,22.81,0,0
100,22,27,1006,SE,24.6,0,0
100,22,27,1007,SE,27.73,0,0
80,22,26,1007,SE,30.86,0,0
82,22,26,1006,SE,32.65,0,0
83,22,25,1007,SE,34.44,0,0
92,22,25,1007,SE,36.23,0,0
105,23,24,1006,cv,0.89,0,0
120,22,24,1006,SE,1.79,0,0
124,22,24,1007,SE,3.58,0,0
123,22,24,1007,SE,5.37,0,0
116,23,24,1007,SE,7.16,0,0
126,23,25,1007,SE,8.95,0,0
132,23,26,1007,SE,10.74,0,0
136,23,27,1007,SE,12.53,0,0
128,23,28,1007,SE,14.32,0,0
130,23,28,1006,SE,16.11,0,0
116,23,29,1006,SE,17.9,0,0
115,23,30,1005,SE,19.69,0,0
120,24,30,1004,SE,21.48,0,0
126,23,31,1004,SE,23.27,0,0
142,23,30,1004,SE,26.4,0,0
138,24,30,1003,SE,28.19,0,0
133,24,29,1004,SE,29.98,0,0
124,23,28,1004,cv,0.89,0,0
138,23,28,1005,SE,1.79,0,0
132,24,27,1004,SE,2.68,0,0
146,23,28,1004,SE,5.81,0,0
160,24,27,1005,SE,7.6,0,0
173,24,27,1004,SE,9.39,0,0
167,24,27,1004,SE,11.18,0,0
179,24,26,1004,SE,12.97,0,0
187,24,25,1005,SE,14.76,0,0
195,24,25,1005,SE,16.55,0,0
197,24,25,1005,cv,0.89,0,0
202,24,26,1005,SE,1.79,0,0
206,24,27,1006,SE,3.58,0,0
205,24,28,1006,cv,0.89,0,0
212,24,28,1005,NE,1.79,0,0
222,25,30,1005,SE,1.79,0,0
226,24,31,1005,SE,4.92,0,0
259,25,32,1004,SE,8.05,0,0
220,25,32,1004,SE,11.18,0,0
189,23,32,1003,SE,16.1,0,0
197,24,32,1003,SE,19.23,0,0
181,24,32,1003,SE,23.25,0,0
188,24,31,1002,SE,26.38,0,0
192,24,30,1003,SE,28.17,0,0
189,25,29,1004,SE,29.96,0,0
194,25,29,1004,SE,31.75,0,0
206,25,28,1004,SE,33.54,0,0
219,25,28,1004,SE,35.33,0,0
240,25,28,1004,SE,37.12,0,0
239,25,27,1004,SE,38.91,0,0
246,25,26,1004,SE,40.7,0,0
227,25,26,1004,SE,42.49,0,0
198,25,26,1003,SE,44.28,0,0
174,25,26,1003,SE,46.07,0,0
185,25,26,1004,SE,49.2,0,0
192,25,27,1004,SE,52.33,0,0
233,25,27,1004,SE,54.12,0,0
256,25,28,1004,SE,57.25,0,0
278,25,28,1004,SE,60.38,0,0
283,25,28,1004,SE,62.17,0,1
293,25,28,1003,SE,63.96,0,2
318,25,27,1002,NE,3.13,0,3
299,25,27,1001,NE,7.15,0,4
164,24,24,1001,NE,11.17,0,5
31,23,24,1000,NE,14.3,0,6
46,23,24,1000,NE,18.32,0,7
95,24,24,1000,NE,21.45,0,9
23,23,23,1001,NW,8.94,0,12
29,24,24,1000,cv,0.89,0,15
21,23,23,999,NE,1.79,0,16
26,23,23,999,cv,0.89,0,17
23,23,23,999,SE,1.79,0,18
28,23,23,998,NE,3.13,0,19
23,23,23,997,NE,6.26,0,20
13,23,23,997,NW,7.15,0,22
12,23,23,996,NW,10.28,0,23
11,23,23,996,NW,14.3,0,0
12,22,22,996,NW,16.09,0,0
12,23,23,997,NW,20.11,0,0
24,23,24,997,NE,3.13,0,0
24,23,25,997,NW,3.13,0,0
11,20,29,998,NW,8.94,0,0
10,18,30,999,NW,14.75,0,0
9,17,30,999,NW,22.8,0,0
8,17,32,999,NW,29.95,0,0
10,16,33,999,NW,38.89,0,0
9,15,34,998,NW,47.83,0,0
9,16,34,998,NW,55.88,0,0
12,17,34,999,NW,60.8,0,0
8,15,35,999,NW,62.59,0,0
17,20,32,999,SE,1.79,0,0
15,23,29,1000,SE,2.68,0,0
21,23,27,1001,cv,0.45,0,0
39,23,26,1002,cv,1.34,0,0
27,19,25,1003,NW,3.13,0,0
20,18,25,1003,NE,1.79,0,0
27,19,23,1003,NW,3.13,0,0
14,18,25,1003,NW,4.92,0,0
17,18,23,1003,NE,3.13,0,0
12,19,22,1003,NW,3.13,0,0
20,19,22,1004,NW,7.15,0,0
17,18,21,1004,cv,0.89,0,0
12,19,22,1005,NW,1.79,0,0
12,19,25,1005,cv,0.89,0,0
17,20,27,1005,NW,3.13,0,0
10,19,28,1005,NE,3.13,0,0
13,19,30,1006,NW,3.13,0,0
20,19,31,1005,NE,1.79,0,0
30,21,32,1005,cv,1.79,0,0
25,22,32,1005,SE,1.79,0,0
41,23,31,1005,SE,3.58,0,0
70,23,31,1005,SE,5.37,0,0
69,22,32,1004,SE,8.5,0,0
90,23,30,1004,SE,12.52,0,0
63,22,29,1005,SE,15.65,0,0
56,21,28,1005,SE,18.78,0,0
51,21,28,1006,SE,22.8,0,0
30,20,27,1007,SE,25.93,0,0
28,20,26,1007,SE,27.72,0,0
23,21,26,1007,SE,28.61,0,0
27,23,25,1007,SE,30.4,0,0
24,22,25,1008,SE,32.19,0,0
49,21,24,1008,NE,1.79,0,0
59,21,24,1008,SE,1.79,0,0
64,21,24,1008,cv,0.89,0,0
55,21,23,1008,cv,1.78,0,0
53,21,23,1008,cv,2.67,0,0
56,22,24,1009,cv,3.56,0,0
66,21,25,1009,cv,4.45,0,0
70,21,25,1008,cv,5.34,0,0
75,21,26,1009,NE,1.79,0,0
76,22,27,1009,cv,0.89,0,0
71,22,28,1009,cv,1.78,0,0
80,22,29,1008,cv,3.57,0,0
69,23,30,1008,SE,1.79,0,0
63,21,31,1008,cv,0.89,0,0
75,21,31,1008,SE,3.13,0,0
65,22,31,1007,cv,0.89,0,0
65,21,29,1007,SE,3.13,0,0
76,22,28,1007,SE,6.26,0,0
83,22,27,1008,SE,8.05,0,0
81,24,28,1008,SE,11.18,0,0
89,23,27,1009,SE,12.97,0,0
103,23,27,1009,SE,14.76,0,0
109,23,26,1009,SE,16.55,0,0
103,23,26,1009,SE,18.34,0,0
102,23,25,1008,SE,20.13,0,0
90,23,25,1008,SE,21.92,0,0
60,23,25,1008,SE,23.71,0,0
56,23,24,1009,cv,0.89,0,0
88,23,25,1009,SE,1.79,0,0
90,24,25,1009,SE,3.58,0,0
95,24,26,1010,SE,6.71,0,0
102,24,25,1009,SE,9.84,0,1
122,25,25,1008,SE,11.63,0,2
130,25,27,1008,SE,14.76,0,3
121,24,28,1007,SE,17.89,0,0
108,24,28,1007,SE,21.02,0,0
70,23,27,1007,SE,24.15,0,1
60,25,28,1007,SE,27.28,0,0
62,25,28,1006,SE,29.07,0,0
79,25,28,1006,cv,0.89,0,0
75,24,28,1005,SE,3.13,0,0
68,24,27,1005,SE,4.92,0,0
61,25,26,1005,SE,8.05,0,1
56,25,26,1006,SE,11.18,0,0
54,25,26,1005,SE,15.2,0,0
62,25,26,1005,SE,18.33,0,0
73,25,26,1005,SE,21.46,0,0
70,24,25,1005,SE,24.59,0,0
77,24,25,1004,SE,26.38,0,0
75,25,25,1004,NE,1.79,0,0
78,24,25,1004,SE,3.13,0,0
69,24,25,1004,SE,7.15,0,0
57,24,24,1004,SE,8.94,0,1
54,24,25,1004,cv,0.89,0,0
68,25,25,1004,SE,1.79,0,0
77,25,25,1004,SE,5.81,0,0
70,24,25,1004,SE,8.94,0,0
61,24,26,1004,SE,12.07,0,0
46,25,27,1004,SE,16.09,0,0
61,24,26,1004,SE,20.11,0,0
40,24,25,1004,SE,23.24,0,1
29,25,26,1003,SE,27.26,0,0
30,24,26,1004,SE,29.05,0,0
46,24,25,1004,SE,30.84,0,0
48,24,26,1002,SE,33.97,0,0
49,24,26,1003,SE,35.76,0,0
48,24,25,1005,SE,38.89,0,0
39,24,25,1004,cv,0.89,0,0
51,24,25,1004,SE,1.79,0,0
56,23,25,1005,SE,3.58,0,0
NA,23,25,1005,SE,4.47,0,0
63,24,25,1005,SE,6.26,0,0
53,23,25,1005,cv,0.89,0,0
59,24,24,1005,SE,0.89,0,0
54,24,25,1005,cv,0.89,0,0
82,24,25,1005,NE,0.89,0,0
79,24,25,1005,NE,1.78,0,0
77,24,25,1005,NE,3.57,0,0
80,24,26,1006,cv,0.89,0,0
86,24,27,1006,cv,1.78,0,0
101,24,27,1006,SE,1.79,0,0
99,25,26,1006,cv,0.89,0,0
91,25,26,1006,cv,2.68,0,0
94,25,27,1006,cv,3.57,0,0
99,25,28,1006,cv,4.46,0,0
89,25,28,1006,NE,1.79,0,0
86,26,28,1005,NE,3.58,0,0
90,26,28,1005,NE,6.71,0,0
94,26,28,1005,NE,8.5,0,0
93,26,27,1005,SE,1.79,0,0
105,25,27,1006,cv,0.89,0,0
108,25,27,1006,SE,1.79,0,0
109,25,26,1006,SE,3.58,0,1
37,25,25,1006,NE,0.89,0,2
51,25,26,1006,SE,1.79,0,3
83,25,26,1005,SE,4.92,0,0
NA,25,25,1005,NE,1.79,0,0
88,25,25,1004,SE,1.79,0,1
89,25,25,1003,SE,3.58,0,0
98,24,25,1004,SE,6.71,0,0
96,24,25,1004,SE,9.84,0,0
94,24,25,1003,SE,13.86,0,0
116,25,25,1003,SE,16.99,0,0
130,25,25,1003,SE,18.78,0,0
126,25,26,1003,SE,20.57,0,0
128,26,28,1002,SE,23.7,0,0
111,27,29,1001,SE,26.83,0,0
108,26,30,1001,SE,31.75,0,0
103,26,31,1000,SE,35.77,0,0
110,26,31,1000,SE,41.58,0,0
124,26,31,999,SE,46.5,0,0
NA,26,31,999,SE,51.42,0,0
NA,26,31,998,SE,55.44,0,0
NA,26,30,998,SE,58.57,0,0
NA,26,29,999,SE,60.36,0,0
NA,27,28,998,SE,62.15,0,0
NA,27,28,999,cv,1.79,0,0
NA,22,27,999,NW,4.92,0,0
NA,23,24,998,NW,8.94,0,0
NA,22,23,998,NW,12.07,0,0
NA,22,23,998,NE,1.79,0,0
NA,21,22,998,NW,1.79,0,0
NA,21,22,999,NW,4.92,0,0
NA,21,22,999,NW,8.05,0,0
NA,22,23,999,NW,11.18,0,0
NA,22,25,999,NW,12.97,0,0
NA,23,27,999,NW,17.89,0,0
NA,22,30,1000,NW,22.81,0,0
NA,21,32,1000,NW,27.73,0,0
NA,19,33,1000,NW,33.54,0,0
NA,19,33,999,NW,39.35,0,0
NA,19,34,999,NW,44.27,0,0
NA,20,34,999,NW,49.19,0,0
NA,22,34,999,SE,1.79,0,0
NA,20,35,998,NE,1.79,0,0
NA,21,33,998,cv,0.89,0,0
NA,20,33,999,SE,1.79,0,0
NA,23,31,999,cv,0.89,0,0
NA,24,27,1000,SE,0.89,0,0
NA,24,27,1001,cv,0.89,0,0
NA,25,27,1001,cv,1.78,0,0
NA,24,26,1001,cv,2.67,0,0
NA,22,25,1001,NW,1.79,0,0
NA,22,26,1001,NW,4.92,0,0
NA,21,24,1001,NW,6.71,0,0
NA,21,22,1002,NW,9.84,0,0
NA,21,23,1003,NW,12.97,0,0
NA,20,22,1002,NW,16.1,0,0
NA,19,25,1002,NE,4.92,0,0
NA,19,26,1003,NE,8.05,0,0
NA,20,27,1004,NE,11.18,0,0
NA,19,29,1004,NE,14.31,0,0
NA,19,29,1005,SE,3.13,0,0
NA,20,28,1005,SE,6.26,0,0
NA,21,29,1005,SE,8.05,0,0
35,21,29,1005,SE,9.84,0,0
45,22,29,1004,SE,11.63,0,0
48,22,28,1004,cv,0.89,0,0
49,24,26,1004,SE,1.79,0,1
49,25,26,1004,cv,0.89,0,0
58,24,26,1005,cv,1.78,0,1
80,24,25,1005,NE,0.89,0,2
76,24,25,1006,cv,0.45,0,3
66,22,23,1007,cv,1.34,0,4
67,22,23,1007,NW,1.79,0,5
47,22,22,1007,NW,4.92,0,6
38,22,22,1006,NW,6.71,0,7
38,22,22,1005,NE,3.13,0,8
37,20,20,1006,cv,0.89,0,9
35,20,20,1006,cv,1.78,0,10
35,20,21,1006,cv,2.67,0,11
39,21,21,1005,cv,3.56,0,0
44,21,21,1006,NW,3.13,0,2
29,21,21,1007,NE,1.79,0,4
25,21,21,1007,cv,0.89,0,5
21,20,21,1007,NE,3.13,0,6
16,20,21,1008,cv,0.89,0,7
17,18,20,1007,SE,4.92,0,8
14,19,19,1007,SE,8.05,0,9
17,19,20,1007,NW,1.79,0,10
15,20,20,1007,cv,0.89,0,11
22,20,21,1006,NW,1.79,0,12
20,20,21,1006,NW,4.92,0,13
